symbol,cpu_kseg0_start,cpu_kseg0_end,ps1_ram_start,ps1_ram_end,ra_start,ra_end,slus_file_start,slus_file_end,wa_user_start,wa_user_end,disc_lba_start,disc_lba_end,size_bytes,element_width,element_count,stride_bytes,role,producer_routine,consumer_routines,evidence_ids,confidence,notes
opponent_07_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EA4B68,0x00EA510B,17599,17600,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_07_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EA510C,0x00EA511B,17600,17600,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_07_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EA511C,0x00EA56BF,17600,17600,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_07_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EA56C0,0x00EA56CF,17600,17600,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_07_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EA56D0,0x00EA5797,17600,17600,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_07_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EA5798,0x00EA57FF,17600,17600,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EA5800,0x00EA6FFF,17601,17603,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EA5800,0x00EA5DA3,17601,17601,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EA5DA4,0x00EA5DB3,17601,17601,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EA5DB4,0x00EA6357,17601,17602,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EA6358,0x00EA6367,17602,17602,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EA6368,0x00EA690B,17602,17603,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EA690C,0x00EA691B,17603,17603,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EA691C,0x00EA6EBF,17603,17603,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EA6EC0,0x00EA6ECF,17603,17603,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EA6ED0,0x00EA6F97,17603,17603,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_08_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EA6F98,0x00EA6FFF,17603,17603,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EA7000,0x00EA87FF,17604,17606,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EA7000,0x00EA75A3,17604,17604,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EA75A4,0x00EA75B3,17604,17604,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EA75B4,0x00EA7B57,17604,17605,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EA7B58,0x00EA7B67,17605,17605,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EA7B68,0x00EA810B,17605,17606,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EA810C,0x00EA811B,17606,17606,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EA811C,0x00EA86BF,17606,17606,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EA86C0,0x00EA86CF,17606,17606,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EA86D0,0x00EA8797,17606,17606,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_09_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EA8798,0x00EA87FF,17606,17606,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EA8800,0x00EA9FFF,17607,17609,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EA8800,0x00EA8DA3,17607,17607,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EA8DA4,0x00EA8DB3,17607,17607,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EA8DB4,0x00EA9357,17607,17608,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EA9358,0x00EA9367,17608,17608,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EA9368,0x00EA990B,17608,17609,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EA990C,0x00EA991B,17609,17609,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EA991C,0x00EA9EBF,17609,17609,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EA9EC0,0x00EA9ECF,17609,17609,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EA9ED0,0x00EA9F97,17609,17609,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_10_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EA9F98,0x00EA9FFF,17609,17609,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EAA000,0x00EAB7FF,17610,17612,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EAA000,0x00EAA5A3,17610,17610,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EAA5A4,0x00EAA5B3,17610,17610,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EAA5B4,0x00EAAB57,17610,17611,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EAAB58,0x00EAAB67,17611,17611,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EAAB68,0x00EAB10B,17611,17612,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EAB10C,0x00EAB11B,17612,17612,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EAB11C,0x00EAB6BF,17612,17612,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EAB6C0,0x00EAB6CF,17612,17612,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EAB6D0,0x00EAB797,17612,17612,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_11_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EAB798,0x00EAB7FF,17612,17612,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EAB800,0x00EACFFF,17613,17615,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EAB800,0x00EABDA3,17613,17613,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EABDA4,0x00EABDB3,17613,17613,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EABDB4,0x00EAC357,17613,17614,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EAC358,0x00EAC367,17614,17614,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EAC368,0x00EAC90B,17614,17615,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EAC90C,0x00EAC91B,17615,17615,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EAC91C,0x00EACEBF,17615,17615,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EACEC0,0x00EACECF,17615,17615,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EACED0,0x00EACF97,17615,17615,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_12_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EACF98,0x00EACFFF,17615,17615,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_record,0x801781D8,0x801799D7,0x001781D8,0x001799D7,0x1781D8,0x1799D7,,,0x00EAD000,0x00EAE7FF,17616,17618,6144,,,,current_opponent_record_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_array_0,0x801781D8,0x8017877B,0x001781D8,0x0017877B,0x1781D8,0x17877B,,,0x00EAD000,0x00EAD5A3,17616,17616,1444,2,722,1460,deck_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_gap_0,0x8017877C,0x8017878B,0x0017877C,0x0017878B,0x17877C,0x17878B,,,0x00EAD5A4,0x00EAD5B3,17616,17616,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_array_1,0x8017878C,0x80178D2F,0x0017878C,0x00178D2F,0x17878C,0x178D2F,,,0x00EAD5B4,0x00EADB57,17616,17617,1444,2,722,1460,sa_pow_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_gap_1,0x80178D30,0x80178D3F,0x00178D30,0x00178D3F,0x178D30,0x178D3F,,,0x00EADB58,0x00EADB67,17617,17617,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_array_2,0x80178D40,0x801792E3,0x00178D40,0x001792E3,0x178D40,0x1792E3,,,0x00EADB68,0x00EAE10B,17617,17618,1444,2,722,1460,bcd_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_gap_2,0x801792E4,0x801792F3,0x001792E4,0x001792F3,0x1792E4,0x1792F3,,,0x00EAE10C,0x00EAE11B,17618,17618,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_array_3,0x801792F4,0x80179897,0x001792F4,0x00179897,0x1792F4,0x179897,,,0x00EAE11C,0x00EAE6BF,17618,17618,1444,2,722,1460,sa_tec_weights_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_gap_3,0x80179898,0x801798A7,0x00179898,0x001798A7,0x179898,0x1798A7,,,0x00EAE6C0,0x00EAE6CF,17618,17618,16,,,,alignment_or_unknown,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_rank_candidate,0x801798A8,0x8017996F,0x001798A8,0x0017996F,0x1798A8,0x17996F,,,0x00EAE6D0,0x00EAE797,17618,17618,200,,,,rank_data_lead,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
opponent_13_tail,0x80179970,0x801799D7,0x00179970,0x001799D7,0x179970,0x1799D7,,,0x00EAE798,0x00EAE7FF,17618,17618,104,,,,unknown_tail,UNRESOLVED_STAGE_3,UNRESOLVED_STAGE_3,LAYOUT-001;LAYOUT-002,High-layout/Lead-semantics,"SLUS file columns are blank because this is disc data loaded into RAM, not executable-backed static data."
